@relation SMILEfeatures

@attribute name string
@attribute pcm_LOGenergy_sma_linregerrA numeric
@attribute pcm_LOGenergy_sma_qregc3 numeric
@attribute pcm_LOGenergy_sma_linregerrA numeric

@data
'fixed_7 Neutrali_08',1.361275,-13.10988,1.361275
'fixed_7 Neutrali_09',1.460116,-13.32007,1.460116
'fixed_7 Neutrali_10',1.537163,-14.3936,1.537163
'fixed_7 Neutrali_100',1.499415,-14.77112,1.499415
'fixed_7 Neutrali_11',1.359895,-13.14947,1.359895
'fixed_7 Neutrali_12',1.528111,-13.68305,1.528111
'fixed_7 Neutrali_13',1.49445,-14.89314,1.49445
'fixed_7 Neutrali_14',1.953874,-13.10742,1.953874
'fixed_7 Neutrali_15',2.129755,-14.05157,2.129755
'fixed_7 Neutrali_16',1.498221,-13.02079,1.498221
'fixed_7 Neutrali_17',1.487413,-14.26442,1.487413
'fixed_7 Neutrali_18',1.730726,-14.3383,1.730726
'fixed_7 Neutrali_19',1.684465,-12.85787,1.684465
'fixed_7 Neutrali_20',1.694196,-13.33832,1.694196
'fixed_7 Neutrali_21',1.733798,-13.09493,1.733798
'fixed_7 Neutrali_22',1.713902,-14.04673,1.713902
'fixed_7 Neutrali_23',1.546739,-14.83683,1.546739
'fixed_7 Neutrali_24',1.513419,-14.39326,1.513419
'fixed_7 Neutrali_25',1.592517,-14.50295,1.592517
'fixed_7 Neutrali_26',1.85777,-15.55543,1.85777
'fixed_7 Neutrali_27',1.636098,-14.70224,1.636098
'fixed_7 Neutrali_28',1.387073,-14.05659,1.387073
'fixed_7 Neutrali_29',1.817727,-14.10777,1.817727
'fixed_7 Neutrali_30',1.443779,-12.65454,1.443779
'fixed_7 Neutrali_31',1.774877,-12.61906,1.774877
'fixed_7 Neutrali_32',1.15036,-12.61716,1.15036
'fixed_7 Neutrali_33',1.492152,-13.38837,1.492152
'fixed_7 Neutrali_34',1.412896,-13.72514,1.412896
'fixed_7 Neutrali_35',1.581407,-14.675,1.581407
'fixed_7 Neutrali_36',1.443902,-14.21481,1.443902
'fixed_7 Neutrali_37',1.750233,-14.79648,1.750233
'fixed_7 Neutrali_38',1.638861,-14.0757,1.638861
'fixed_7 Neutrali_39',1.642218,-15.13494,1.642218
'fixed_7 Neutrali_40',1.73812,-14.29456,1.73812
'fixed_7 Neutrali_41',1.695017,-14.48744,1.695017
'fixed_7 Neutrali_42',1.495428,-13.58135,1.495428
'fixed_7 Neutrali_43',1.688817,-14.4077,1.688817
'fixed_7 Neutrali_44',1.55464,-14.90907,1.55464
'fixed_7 Neutrali_45',1.593309,-14.81972,1.593309
'fixed_7 Neutrali_46',1.446298,-15.03222,1.446298
'fixed_7 Neutrali_47',1.536572,-13.84989,1.536572
'fixed_7 Neutrali_48',1.596164,-13.79323,1.596164
'fixed_7 Neutrali_49',1.496744,-13.40672,1.496744
'fixed_7 Neutrali_50',1.205462,-14.83558,1.205462
'fixed_7 Neutrali_51',1.850568,-15.50636,1.850568
'fixed_7 Neutrali_52',1.786815,-14.60151,1.786815
'fixed_7 Neutrali_53',1.604716,-14.52537,1.604716
'fixed_7 Neutrali_54',1.464129,-14.86989,1.464129
'fixed_7 Neutrali_55',1.707301,-15.33308,1.707301
'fixed_7 Neutrali_56',1.402363,-13.07619,1.402363
'fixed_7 Neutrali_57',1.887049,-14.26306,1.887049
'fixed_7 Neutrali_58',1.581103,-14.30545,1.581103
'fixed_7 Neutrali_59',1.654054,-14.63625,1.654054
'fixed_7 Neutrali_60',1.35886,-13.48525,1.35886
'fixed_7 Neutrali_61',1.703141,-14.33768,1.703141
'fixed_7 Neutrali_62',1.653659,-16.01073,1.653659
'fixed_7 Neutrali_63',1.628181,-14.49914,1.628181
'fixed_7 Neutrali_64',1.429307,-14.63995,1.429307
'fixed_7 Neutrali_65',1.707369,-14.90943,1.707369
'fixed_7 Neutrali_66',1.52478,-13.81484,1.52478
'fixed_7 Neutrali_67',1.641719,-15.35042,1.641719
'fixed_7 Neutrali_68',1.671158,-14.6282,1.671158
'fixed_7 Neutrali_69',1.66001,-13.58943,1.66001
'fixed_7 Neutrali_70',1.923866,-14.30741,1.923866
'fixed_7 Neutrali_71',1.533957,-13.23416,1.533957
'fixed_7 Neutrali_72',1.870248,-14.68919,1.870248
'fixed_7 Neutrali_73',1.64928,-13.82041,1.64928
'fixed_7 Neutrali_74',1.70875,-14.09362,1.70875
'fixed_7 Neutrali_75',1.694483,-13.27848,1.694483
'fixed_7 Neutrali_76',1.907855,-13.0655,1.907855
'fixed_7 Neutrali_77',1.73842,-13.00796,1.73842
'fixed_7 Neutrali_78',1.70568,-13.86241,1.70568
'fixed_7 Neutrali_79',1.926366,-13.59493,1.926366
'fixed_7 Neutrali_80',1.91988,-14.86386,1.91988
'fixed_7 Neutrali_81',1.379799,-14.33394,1.379799
'fixed_7 Neutrali_82',1.649414,-12.75438,1.649414
'fixed_7 Neutrali_83',1.774257,-13.5204,1.774257
'fixed_7 Neutrali_84',1.585668,-14.03796,1.585668
'fixed_7 Neutrali_85',1.550598,-14.32146,1.550598
'fixed_7 Neutrali_86',1.591969,-14.71301,1.591969
'fixed_7 Neutrali_87',1.668213,-14.73982,1.668213
'fixed_7 Neutrali_88',1.983777,-14.0309,1.983777
'fixed_7 Neutrali_89',1.50453,-14.5335,1.50453
'fixed_7 Neutrali_90',1.875037,-14.42683,1.875037
'fixed_7 Neutrali_91',1.942551,-14.71055,1.942551
'fixed_7 Neutrali_92',1.661004,-14.20056,1.661004
'fixed_7 Neutrali_93',1.860569,-14.57361,1.860569
'fixed_7 Neutrali_94',1.879242,-15.13496,1.879242
'fixed_7 Neutrali_95',1.501646,-14.02104,1.501646
'fixed_7 Neutrali_96',1.789624,-14.48123,1.789624
'fixed_7 Neutrali_97',1.54299,-13.34453,1.54299
'fixed_7 Neutrali_98',1.735118,-12.89791,1.735118
'fixed_7 Neutrali_99',1.810708,-13.25294,1.810708
'fixed_7 Pyktis_01',2.350694,-12.70407,2.350694
'fixed_7 Pyktis_02',1.834594,-11.74798,1.834594
'fixed_7 Pyktis_03',1.803909,-12.34048,1.803909
'fixed_7 Pyktis_04',2.514326,-12.11163,2.514326
'fixed_7 Pyktis_05',1.990603,-11.66655,1.990603
'fixed_7 Pyktis_06',2.218737,-13.57136,2.218737
'fixed_7 Pyktis_07',1.803372,-14.37677,1.803372
'fixed_7 Pyktis_08',1.82871,-12.24145,1.82871
'fixed_7 Pyktis_09',2.007683,-11.35776,2.007683
'fixed_7 Pyktis_10',1.996181,-12.75223,1.996181
'fixed_7 Pyktis_100',1.989917,-12.85645,1.989917
'fixed_7 Pyktis_11',2.01261,-12.48002,2.01261
'fixed_7 Pyktis_12',2.147831,-12.65757,2.147831
'fixed_7 Pyktis_13',2.047818,-14.4116,2.047818
'fixed_7 Pyktis_14',2.142541,-11.87257,2.142541
'fixed_7 Pyktis_15',2.197915,-12.55215,2.197915
'fixed_7 Pyktis_16',1.705054,-12.66838,1.705054
'fixed_7 Pyktis_17',1.565712,-13.77172,1.565712
'fixed_7 Pyktis_18',2.068558,-11.84567,2.068558
'fixed_7 Pyktis_19',2.07183,-11.94599,2.07183
'fixed_7 Pyktis_20',2.13037,-13.62653,2.13037
'fixed_7 Pyktis_21',1.875348,-11.97882,1.875348
'fixed_7 Pyktis_22',2.400099,-12.47305,2.400099
'fixed_7 Pyktis_23',2.231979,-13.3134,2.231979
'fixed_7 Pyktis_24',1.624683,-12.23054,1.624683
'fixed_7 Pyktis_25',2.157434,-12.05686,2.157434
'fixed_7 Pyktis_26',2.098516,-12.98329,2.098516
'fixed_7 Pyktis_27',2.156291,-13.64652,2.156291
'fixed_7 Pyktis_28',2.153563,-12.98739,2.153563
'fixed_7 Pyktis_29',2.246392,-12.92889,2.246392
'fixed_7 Pyktis_30',2.124252,-11.32332,2.124252
'fixed_7 Pyktis_31',2.239333,-12.3207,2.239333
'fixed_7 Pyktis_32',1.744691,-12.83684,1.744691
'fixed_7 Pyktis_33',1.891232,-13.38491,1.891232
'fixed_7 Pyktis_34',1.835473,-12.92748,1.835473
'fixed_7 Pyktis_35',1.741225,-12.6596,1.741225
'fixed_7 Pyktis_36',1.958454,-11.88845,1.958454
'fixed_7 Pyktis_37',2.023136,-14.1823,2.023136
'fixed_7 Pyktis_38',2.182008,-11.35035,2.182008
'fixed_7 Pyktis_39',2.095461,-13.4895,2.095461
'fixed_7 Pyktis_40',2.242611,-12.30237,2.242611
'fixed_7 Pyktis_41',2.087351,-13.356,2.087351
'fixed_7 Pyktis_42',2.050186,-12.72135,2.050186
'fixed_7 Pyktis_43',2.263925,-12.86775,2.263925
'fixed_7 Pyktis_44',2.045774,-13.65981,2.045774
'fixed_7 Pyktis_45',2.000529,-13.66591,2.000529
'fixed_7 Pyktis_46',1.728558,-13.61076,1.728558
'fixed_7 Pyktis_47',1.940806,-12.92618,1.940806
'fixed_7 Pyktis_48',2.012462,-12.10716,2.012462
'fixed_7 Pyktis_49',1.955198,-11.80463,1.955198
'fixed_7 Pyktis_50',1.695735,-13.2793,1.695735
'fixed_7 Pyktis_51',2.144942,-13.22335,2.144942
'fixed_7 Pyktis_52',2.158874,-13.04882,2.158874
'fixed_7 Pyktis_53',1.925471,-13.3431,1.925471
'fixed_7 Pyktis_54',1.989006,-12.84461,1.989006
'fixed_7 Pyktis_55',2.031095,-12.59792,2.031095
'fixed_7 Pyktis_56',2.128264,-11.71909,2.128264
'fixed_7 Pyktis_57',2.252091,-12.86801,2.252091
'fixed_7 Pyktis_58',1.883254,-12.84982,1.883254
'fixed_7 Pyktis_59',1.78572,-13.26756,1.78572
'fixed_7 Pyktis_60',1.879728,-11.39725,1.879728
'fixed_7 Pyktis_61',2.05012,-12.2487,2.05012
'fixed_7 Pyktis_62',2.125708,-13.79692,2.125708
'fixed_7 Pyktis_63',1.918468,-12.92352,1.918468
'fixed_7 Pyktis_64',1.871386,-12.70422,1.871386
'fixed_7 Pyktis_65',2.029712,-13.44623,2.029712
'fixed_7 Pyktis_66',2.006676,-11.05156,2.006676
'fixed_7 Pyktis_67',1.930366,-13.36916,1.930366
'fixed_7 Pyktis_68',1.907136,-12.58561,1.907136
'fixed_7 Pyktis_69',1.887329,-11.92378,1.887329
'fixed_7 Pyktis_70',2.18595,-12.41279,2.18595
'fixed_7 Pyktis_71',1.784985,-12.99903,1.784985
'fixed_7 Pyktis_72',2.019014,-12.73113,2.019014
'fixed_7 Pyktis_73',1.773442,-12.33504,1.773442
'fixed_7 Pyktis_74',1.864275,-12.61124,1.864275
'fixed_7 Pyktis_75',1.880053,-10.7829,1.880053
'fixed_7 Pyktis_76',2.018239,-10.75951,2.018239
'fixed_7 Pyktis_77',2.399204,-11.50908,2.399204
'fixed_7 Pyktis_78',2.113217,-13.09902,2.113217
'fixed_7 Pyktis_79',2.188441,-11.56175,2.188441
'fixed_7 Pyktis_80',2.302016,-13.19871,2.302016
'fixed_7 Pyktis_81',1.706174,-12.82479,1.706174
'fixed_7 Pyktis_82',1.881246,-12.17783,1.881246
'fixed_7 Pyktis_83',1.969115,-11.57786,1.969115
'fixed_7 Pyktis_84',1.961484,-13.04116,1.961484
'fixed_7 Pyktis_85',2.17611,-13.89654,2.17611
'fixed_7 Pyktis_86',1.948992,-13.51525,1.948992
'fixed_7 Pyktis_87',1.931005,-12.95574,1.931005
'fixed_7 Pyktis_88',2.431452,-12.57606,2.431452
'fixed_7 Pyktis_89',2.181351,-12.93474,2.181351
'fixed_7 Pyktis_90',2.025618,-13.01593,2.025618
'fixed_7 Pyktis_91',2.105669,-14.34174,2.105669
'fixed_7 Pyktis_92',2.041449,-12.28767,2.041449
'fixed_7 Pyktis_93',2.287745,-13.33711,2.287745
'fixed_7 Pyktis_94',2.015277,-12.37346,2.015277
'fixed_7 Pyktis_95',1.622621,-12.82479,1.622621
'fixed_7 Pyktis_96',2.037013,-12.82063,2.037013
'fixed_7 Pyktis_97',1.623773,-11.97388,1.623773
'fixed_7 Pyktis_98',1.913512,-10.04134,1.913512
'fixed_7 Pyktis_99',2.19289,-11.91934,2.19289
'fixed_8 Dziaugsmas_01',2.629336,-17.9775,2.629336
'fixed_8 Dziaugsmas_02',2.481405,-16.07431,2.481405
'fixed_8 Dziaugsmas_03',2.523182,-15.6974,2.523182
'fixed_8 Dziaugsmas_04',2.99806,-17.01176,2.99806
'fixed_8 Dziaugsmas_05',2.65326,-15.92824,2.65326
'fixed_8 Dziaugsmas_06',2.638721,-17.72247,2.638721
'fixed_8 Dziaugsmas_07',2.349204,-16.22613,2.349204
'fixed_8 Dziaugsmas_08',2.337691,-15.82371,2.337691
'fixed_8 Dziaugsmas_09',1.693377,-13.42789,1.693377
'fixed_8 Dziaugsmas_10',2.54107,-15.54013,2.54107
'fixed_8 Dziaugsmas_100',2.005423,-15.59359,2.005423
'fixed_8 Dziaugsmas_11',2.364434,-15.75646,2.364434
'fixed_8 Dziaugsmas_12',2.460944,-15.21759,2.460944
'fixed_8 Dziaugsmas_13',2.366711,-17.29699,2.366711
'fixed_8 Dziaugsmas_14',2.32129,-16.43522,2.32129
'fixed_8 Dziaugsmas_15',2.082507,-15.62286,2.082507
'fixed_8 Dziaugsmas_16',2.06519,-14.86699,2.06519
'fixed_8 Dziaugsmas_17',2.249279,-16.54256,2.249279
'fixed_8 Dziaugsmas_18',2.578703,-13.0535,2.578703
'fixed_8 Dziaugsmas_19',2.347023,-16.83492,2.347023
'fixed_8 Dziaugsmas_20',2.337266,-15.03919,2.337266
'fixed_8 Dziaugsmas_21',2.065362,-14.49419,2.065362
'fixed_8 Dziaugsmas_22',1.998975,-13.45332,1.998975
'fixed_8 Dziaugsmas_23',2.264613,-12.42217,2.264613
'fixed_8 Dziaugsmas_24',1.65681,-12.71915,1.65681
'fixed_8 Dziaugsmas_25',1.852227,-12.38349,1.852227
'fixed_8 Dziaugsmas_26',1.954889,-13.22191,1.954889
'fixed_8 Dziaugsmas_27',2.054612,-14.67381,2.054612
'fixed_8 Dziaugsmas_28',1.764545,-13.78728,1.764545
'fixed_8 Dziaugsmas_29',2.069268,-14.10296,2.069268
'fixed_8 Dziaugsmas_30',2.317575,-11.30947,2.317575
'fixed_8 Dziaugsmas_31',1.956958,-13.12338,1.956958
'fixed_8 Dziaugsmas_32',1.598575,-12.49185,1.598575
'fixed_8 Dziaugsmas_33',1.848027,-15.60767,1.848027
'fixed_8 Dziaugsmas_34',2.065309,-14.62584,2.065309
'fixed_8 Dziaugsmas_35',2.309451,-15.19553,2.309451
'fixed_8 Dziaugsmas_36',1.90672,-14.32231,1.90672
'fixed_8 Dziaugsmas_37',2.178191,-18.34812,2.178191
'fixed_8 Dziaugsmas_38',2.689582,-13.95348,2.689582
'fixed_8 Dziaugsmas_39',2.144862,-14.83784,2.144862
'fixed_8 Dziaugsmas_40',1.938898,-15.48431,1.938898
'fixed_8 Dziaugsmas_41',1.685438,-13.69201,1.685438
'fixed_8 Dziaugsmas_42',1.836481,-15.08639,1.836481
'fixed_8 Dziaugsmas_43',2.044535,-16.68003,2.044535
'fixed_8 Dziaugsmas_44',2.25334,-16.53988,2.25334
'fixed_8 Dziaugsmas_45',1.939485,-15.37796,1.939485
'fixed_8 Dziaugsmas_46',1.949584,-15.55755,1.949584
'fixed_8 Dziaugsmas_47',2.375664,-15.33814,2.375664
'fixed_8 Dziaugsmas_48',2.060643,-15.09045,2.060643
'fixed_8 Dziaugsmas_49',1.92672,-13.47013,1.92672
'fixed_8 Dziaugsmas_50',1.815356,-15.55558,1.815356
'fixed_8 Dziaugsmas_51',2.009351,-14.20236,2.009351
'fixed_8 Dziaugsmas_52',2.264053,-16.21584,2.264053
'fixed_8 Dziaugsmas_53',2.182297,-16.03668,2.182297
'fixed_8 Dziaugsmas_54',2.047102,-15.04686,2.047102
'fixed_8 Dziaugsmas_55',2.466421,-17.21752,2.466421
'fixed_8 Dziaugsmas_56',1.835161,-13.23124,1.835161
'fixed_8 Dziaugsmas_57',2.014787,-14.09599,2.014787
'fixed_8 Dziaugsmas_58',2.194278,-16.66585,2.194278
'fixed_8 Dziaugsmas_59',1.96919,-15.31372,1.96919
'fixed_8 Dziaugsmas_60',1.918054,-13.94428,1.918054
'fixed_8 Dziaugsmas_61',2.331367,-14.65001,2.331367
'fixed_8 Dziaugsmas_62',2.056305,-15.2258,2.056305
'fixed_8 Dziaugsmas_63',2.137486,-14.72731,2.137486
'fixed_8 Dziaugsmas_64',2.280911,-16.45251,2.280911
'fixed_8 Dziaugsmas_65',2.316724,-16.12148,2.316724
'fixed_8 Dziaugsmas_66',2.246352,-16.11795,2.246352
'fixed_8 Dziaugsmas_67',2.029769,-14.92477,2.029769
'fixed_8 Dziaugsmas_68',2.047391,-15.41196,2.047391
'fixed_8 Dziaugsmas_69',1.879565,-15.5446,1.879565
'fixed_8 Dziaugsmas_70',2.278211,-16.09825,2.278211
'fixed_8 Dziaugsmas_71',2.157369,-16.80894,2.157369
'fixed_8 Dziaugsmas_72',2.119798,-16.04667,2.119798
'fixed_8 Dziaugsmas_73',2.105306,-15.03766,2.105306
'fixed_8 Dziaugsmas_74',2.04728,-15.05876,2.04728
'fixed_8 Dziaugsmas_75',2.213061,-13.85691,2.213061
'fixed_8 Dziaugsmas_76',2.306181,-14.18743,2.306181
'fixed_8 Dziaugsmas_77',2.098276,-14.67812,2.098276
'fixed_8 Dziaugsmas_78',2.192463,-15.23771,2.192463
'fixed_8 Dziaugsmas_79',2.527884,-13.43221,2.527884
'fixed_8 Dziaugsmas_80',2.070528,-14.77885,2.070528
'fixed_8 Dziaugsmas_81',2.095794,-16.68016,2.095794
'fixed_8 Dziaugsmas_82',1.903939,-14.23086,1.903939
'fixed_8 Dziaugsmas_83',2.00233,-13.25335,2.00233
'fixed_8 Dziaugsmas_84',1.947453,-13.91737,1.947453
'fixed_8 Dziaugsmas_85',2.01811,-15.23046,2.01811
'fixed_8 Dziaugsmas_86',1.87393,-14.52164,1.87393
'fixed_8 Dziaugsmas_87',1.935017,-15.95,1.935017
'fixed_8 Dziaugsmas_88',2.365877,-14.34219,2.365877
'fixed_8 Dziaugsmas_89',2.014057,-14.43793,2.014057
'fixed_8 Dziaugsmas_90',2.46525,-17.95488,2.46525
'fixed_8 Dziaugsmas_91',2.127975,-15.72059,2.127975
'fixed_8 Dziaugsmas_92',2.201441,-15.73849,2.201441
'fixed_8 Dziaugsmas_93',2.187759,-15.11708,2.187759
'fixed_8 Dziaugsmas_94',2.007981,-14.49744,2.007981
'fixed_8 Dziaugsmas_95',2.506554,-13.03989,2.506554
'fixed_8 Dziaugsmas_96',2.674881,-13.10817,2.674881
'fixed_8 Dziaugsmas_97',1.823066,-14.11533,1.823066
'fixed_8 Dziaugsmas_98',2.089515,-13.4763,2.089515
'fixed_8 Dziaugsmas_99',2.29057,-14.32462,2.29057
'fixed_8 Liudesys_01',2.551353,-15.84718,2.551353
'fixed_8 Liudesys_02',2.311858,-15.21192,2.311858
'fixed_8 Liudesys_03',2.40613,-14.89195,2.40613
'fixed_8 Liudesys_04',2.854081,-13.39932,2.854081
'fixed_8 Liudesys_05',2.250355,-14.11016,2.250355
'fixed_8 Liudesys_06',2.372465,-14.95478,2.372465
'fixed_8 Liudesys_07',2.468718,-16.1829,2.468718
'fixed_8 Liudesys_08',2.189288,-13.40655,2.189288
'fixed_8 Liudesys_09',2.504478,-15.02834,2.504478
'fixed_8 Liudesys_10',2.509048,-15.32464,2.509048
'fixed_8 Liudesys_100',2.262756,-15.21168,2.262756
'fixed_8 Liudesys_11',2.58122,-15.21601,2.58122
'fixed_8 Liudesys_12',2.278496,-14.10811,2.278496
'fixed_8 Liudesys_13',2.659775,-15.36976,2.659775
'fixed_8 Liudesys_14',2.484177,-15.83428,2.484177
'fixed_8 Liudesys_15',2.366388,-12.69044,2.366388
'fixed_8 Liudesys_16',2.525056,-15.74847,2.525056
'fixed_8 Liudesys_17',2.212438,-12.75771,2.212438
'fixed_8 Liudesys_18',2.513526,-13.75038,2.513526
'fixed_8 Liudesys_19',2.67072,-16.01324,2.67072
'fixed_8 Liudesys_20',2.515074,-14.75104,2.515074
'fixed_8 Liudesys_21',2.399777,-13.8036,2.399777
'fixed_8 Liudesys_22',1.966661,-14.10538,1.966661
'fixed_8 Liudesys_23',2.565893,-13.90681,2.565893
'fixed_8 Liudesys_24',2.459761,-14.09328,2.459761
'fixed_8 Liudesys_25',2.332376,-13.45617,2.332376
'fixed_8 Liudesys_26',2.094317,-12.62742,2.094317
'fixed_8 Liudesys_27',2.400281,-13.20437,2.400281
'fixed_8 Liudesys_28',2.363107,-12.94589,2.363107
'fixed_8 Liudesys_29',2.657006,-12.77223,2.657006
'fixed_8 Liudesys_30',2.018127,-13.41823,2.018127
'fixed_8 Liudesys_31',2.155011,-12.59581,2.155011
'fixed_8 Liudesys_32',2.196917,-14.70315,2.196917
'fixed_8 Liudesys_33',1.992326,-14.72149,1.992326
'fixed_8 Liudesys_34',2.066037,-14.63346,2.066037
'fixed_8 Liudesys_35',2.09595,-13.44598,2.09595
'fixed_8 Liudesys_36',2.175996,-13.443,2.175996
'fixed_8 Liudesys_37',2.316397,-15.5111,2.316397
'fixed_8 Liudesys_38',2.087975,-12.98287,2.087975
'fixed_8 Liudesys_39',2.15978,-14.01058,2.15978
'fixed_8 Liudesys_40',2.264733,-12.23447,2.264733
'fixed_8 Liudesys_41',1.971452,-13.42971,1.971452
'fixed_8 Liudesys_42',1.877705,-12.42133,1.877705
'fixed_8 Liudesys_43',1.968122,-14.43154,1.968122
'fixed_8 Liudesys_44',2.329877,-13.95928,2.329877
'fixed_8 Liudesys_45',2.340999,-13.56688,2.340999
'fixed_8 Liudesys_46',2.018759,-14.23111,2.018759
'fixed_8 Liudesys_47',2.08816,-12.97037,2.08816
'fixed_8 Liudesys_48',2.163455,-12.64827,2.163455
'fixed_8 Liudesys_49',1.99453,-13.88952,1.99453
'fixed_8 Liudesys_50',2.348166,-15.90632,2.348166
'fixed_8 Liudesys_51',2.598382,-14.13859,2.598382
'fixed_8 Liudesys_52',2.404849,-12.81883,2.404849
'fixed_8 Liudesys_53',2.249612,-13.9766,2.249612
'fixed_8 Liudesys_54',2.290358,-15.07236,2.290358
'fixed_8 Liudesys_55',2.448943,-14.35795,2.448943
'fixed_8 Liudesys_56',2.322671,-13.6574,2.322671
'fixed_8 Liudesys_57',2.487945,-12.80421,2.487945
'fixed_8 Liudesys_58',1.904,-12.48676,1.904
'fixed_8 Liudesys_59',2.123944,-14.48495,2.123944
'fixed_8 Liudesys_60',1.590574,-12.07756,1.590574
'fixed_8 Liudesys_61',2.425269,-13.65483,2.425269
'fixed_8 Liudesys_62',2.016057,-14.0158,2.016057
'fixed_8 Liudesys_63',2.200895,-13.72759,2.200895
'fixed_8 Liudesys_64',1.961242,-13.10726,1.961242
'fixed_8 Liudesys_65',2.236879,-14.568,2.236879
'fixed_8 Liudesys_66',1.849017,-12.4426,1.849017
'fixed_8 Liudesys_67',2.58732,-15.80675,2.58732
'fixed_8 Liudesys_68',2.312418,-14.57072,2.312418
'fixed_8 Liudesys_69',2.122455,-13.87801,2.122455
'fixed_8 Liudesys_70',2.324179,-14.00733,2.324179
'fixed_8 Liudesys_71',2.370215,-14.67456,2.370215
'fixed_8 Liudesys_72',2.422618,-14.44274,2.422618
'fixed_8 Liudesys_73',2.327245,-14.89906,2.327245
'fixed_8 Liudesys_74',2.053855,-13.16334,2.053855
'fixed_8 Liudesys_75',2.18163,-13.2213,2.18163
'fixed_8 Liudesys_76',2.123863,-11.52505,2.123863
'fixed_8 Liudesys_77',2.079095,-13.52359,2.079095
'fixed_8 Liudesys_78',2.503172,-14.94966,2.503172
'fixed_8 Liudesys_79',2.158618,-13.83109,2.158618
'fixed_8 Liudesys_80',2.550232,-14.31367,2.550232
'fixed_8 Liudesys_81',2.102203,-14.2077,2.102203
'fixed_8 Liudesys_82',2.494218,-14.56929,2.494218
'fixed_8 Liudesys_83',2.151281,-14.00785,2.151281
'fixed_8 Liudesys_84',2.04533,-13.59753,2.04533
'fixed_8 Liudesys_85',1.982694,-13.32427,1.982694
'fixed_8 Liudesys_86',2.154222,-14.71337,2.154222
'fixed_8 Liudesys_87',2.223914,-14.13289,2.223914
'fixed_8 Liudesys_88',2.408012,-13.93746,2.408012
'fixed_8 Liudesys_89',2.322083,-14.5337,2.322083
'fixed_8 Liudesys_90',2.374585,-15.04415,2.374585
'fixed_8 Liudesys_91',2.520507,-15.39024,2.520507
'fixed_8 Liudesys_92',2.115272,-13.9831,2.115272
'fixed_8 Liudesys_93',2.379801,-13.84203,2.379801
'fixed_8 Liudesys_94',2.101464,-13.98888,2.101464
'fixed_8 Liudesys_95',2.451631,-15.9206,2.451631
'fixed_8 Liudesys_96',2.157019,-14.9061,2.157019
'fixed_8 Liudesys_97',2.130502,-14.78049,2.130502
'fixed_8 Liudesys_98',1.928172,-11.36683,1.928172
'fixed_8 Liudesys_99',2.21522,-13.45634,2.21522
'fixed_8 Neutrali_01',2.218697,-15.36113,2.218697
'fixed_8 Neutrali_02',1.839223,-14.15404,1.839223
'fixed_8 Neutrali_03',2.376342,-17.6504,2.376342
'fixed_8 Neutrali_04',2.801203,-17.61907,2.801203
'fixed_8 Neutrali_05',2.453918,-14.36007,2.453918
'fixed_8 Neutrali_06',2.575753,-16.98191,2.575753
'fixed_8 Neutrali_07',2.287495,-16.20552,2.287495
'fixed_8 Neutrali_08',2.291452,-15.94977,2.291452
'fixed_8 Neutrali_09',2.281008,-15.7987,2.281008
'fixed_8 Neutrali_10',2.257351,-15.25184,2.257351
'fixed_8 Neutrali_100',1.69051,-14.15991,1.69051
'fixed_8 Neutrali_11',2.141098,-14.65657,2.141098
'fixed_8 Neutrali_12',2.365019,-15.44118,2.365019
'fixed_8 Neutrali_13',2.412732,-16.10828,2.412732
'fixed_8 Neutrali_14',2.537242,-16.40916,2.537242
'fixed_8 Neutrali_15',2.168534,-15.53766,2.168534
'fixed_8 Neutrali_16',1.892223,-14.82975,1.892223
'fixed_8 Neutrali_17',1.87069,-15.55992,1.87069
'fixed_8 Neutrali_18',2.088437,-16.59638,2.088437
'fixed_8 Neutrali_19',2.011862,-14.70063,2.011862
'fixed_8 Neutrali_20',2.322802,-16.05784,2.322802
'fixed_8 Neutrali_21',2.567409,-16.465,2.567409
'fixed_8 Neutrali_22',2.42966,-14.2647,2.42966
'fixed_8 Neutrali_23',2.240783,-15.28757,2.240783
'fixed_8 Neutrali_24',1.892592,-14.16934,1.892592
'fixed_8 Neutrali_25',1.950504,-14.7566,1.950504
'fixed_8 Neutrali_26',2.054184,-14.4472,2.054184
'fixed_8 Neutrali_27',2.173866,-15.27785,2.173866
'fixed_8 Neutrali_28',1.929893,-15.53951,1.929893
'fixed_8 Neutrali_29',2.379485,-16.30562,2.379485
'fixed_8 Neutrali_30',2.143285,-14.52629,2.143285
'fixed_8 Neutrali_31',2.324843,-15.27204,2.324843
'fixed_8 Neutrali_32',2.080119,-15.24581,2.080119
'fixed_8 Neutrali_33',2.096618,-15.98007,2.096618
'fixed_8 Neutrali_34',2.277668,-15.96533,2.277668
'fixed_8 Neutrali_35',2.305443,-16.64455,2.305443
'fixed_8 Neutrali_36',2.30637,-16.31569,2.30637
'fixed_8 Neutrali_37',2.466906,-16.63101,2.466906
'fixed_8 Neutrali_38',2.425039,-16.17696,2.425039
'fixed_8 Neutrali_39',2.255921,-16.76577,2.255921
'fixed_8 Neutrali_40',2.245595,-16.40838,2.245595
'fixed_8 Neutrali_41',2.358602,-16.88371,2.358602
'fixed_8 Neutrali_42',1.927542,-15.01837,1.927542
'fixed_8 Neutrali_43',1.934555,-15.05067,1.934555
'fixed_8 Neutrali_44',2.056125,-16.00568,2.056125
